lux,temperature,moisture,timestamp
4350.7,26.4,53,2026-03-19T13:41:03.140029
4528.6,26.2,53,2026-03-19T13:42:03.140029
4654.1,25.7,53,2026-03-19T13:43:03.140029
4540.1,26.5,53,2026-03-19T13:44:03.140029
4401.1,25.6,53,2026-03-19T13:45:03.140029
4308.1,26.3,53,2026-03-19T13:46:03.140029
4576.6,26.4,52,2026-03-19T13:47:03.140029
4349.3,25.0,52,2026-03-19T13:48:03.140029
4355.6,25.7,52,2026-03-19T13:49:03.140029
4358.5,26.3,52,2026-03-19T13:50:03.140029
4627.3,25.4,52,2026-03-19T13:51:03.140029
4406.6,25.3,52,2026-03-19T13:52:03.140029
4352.9,26.5,52,2026-03-19T13:53:03.140029
4602.9,26.5,52,2026-03-19T13:54:03.140029
4574.8,25.8,51,2026-03-19T13:55:03.140029
4592.1,26.3,51,2026-03-19T13:56:03.140029
4313.2,25.6,51,2026-03-19T13:57:03.140029
4481.9,24.7,51,2026-03-19T13:58:03.140029
4673.5,26.6,51,2026-03-19T13:59:03.140029
4333.5,25.6,51,2026-03-19T14:00:03.140029
4275.8,25.5,51,2026-03-19T14:01:03.140029
4556.0,25.8,50,2026-03-19T14:02:03.140029
4354.4,25.9,50,2026-03-19T14:03:03.140029
4346.7,24.7,50,2026-03-19T14:04:03.140029
4221.5,23.9,50,2026-03-19T14:05:03.140029
4279.3,24.2,50,2026-03-19T14:06:03.140029
4518.6,24.6,50,2026-03-19T14:07:03.140029
4245.0,25.6,50,2026-03-19T14:08:03.140029
4520.7,24.6,49,2026-03-19T14:09:03.140029
4218.4,24.9,49,2026-03-19T14:10:03.140029
4208.8,25.5,49,2026-03-19T14:11:03.140029
4412.0,25.5,49,2026-03-19T14:12:03.140029
4376.4,23.9,49,2026-03-19T14:13:03.140029
4400.7,24.9,49,2026-03-19T14:14:03.140029
4458.6,24.2,49,2026-03-19T14:15:03.140029
4583.6,25.3,49,2026-03-19T14:16:03.140029
4537.5,24.3,48,2026-03-19T14:17:03.140029
4401.2,24.7,48,2026-03-19T14:18:03.140029
4366.6,24.0,48,2026-03-19T14:19:03.140029
4415.9,23.9,48,2026-03-19T14:20:03.140029
4437.5,24.9,48,2026-03-19T14:21:03.140029
4266.3,24.8,48,2026-03-19T14:22:03.140029
4283.7,24.4,48,2026-03-19T14:23:03.140029
4417.9,25.4,48,2026-03-19T14:24:03.140029
4421.5,25.4,47,2026-03-19T14:25:03.140029
4553.5,25.8,47,2026-03-19T14:26:03.140029
4512.5,24.9,47,2026-03-19T14:27:03.140029
4464.5,25.0,47,2026-03-19T14:28:03.140029
4330.7,24.2,47,2026-03-19T14:29:03.140029
4434.8,25.7,47,2026-03-19T14:30:03.140029
4242.7,23.9,47,2026-03-19T14:31:03.140029
4488.5,24.6,47,2026-03-19T14:32:03.140029
4302.6,25.4,46,2026-03-19T14:33:03.140029
4472.7,24.0,46,2026-03-19T14:34:03.140029
4426.9,24.4,46,2026-03-19T14:35:03.140029
4257.8,25.1,46,2026-03-19T14:36:03.140029
4550.2,24.9,46,2026-03-19T14:37:03.140029
4247.0,24.1,46,2026-03-19T14:38:03.140029
4495.4,24.3,46,2026-03-19T14:39:03.140029
4507.5,25.9,45,2026-03-19T14:40:03.140029
4365.4,25.8,45,2026-03-19T14:41:03.140029
4297.2,24.5,45,2026-03-19T14:42:03.140029
4377.9,25.2,45,2026-03-19T14:43:03.140029
4215.2,25.4,45,2026-03-19T14:44:03.140029
4504.7,25.4,45,2026-03-19T14:45:03.140029
4427.8,25.3,45,2026-03-19T14:46:03.140029
4229.7,24.4,44,2026-03-19T14:47:03.140029
4480.0,24.2,44,2026-03-19T14:48:03.140029
4284.3,24.4,44,2026-03-19T14:49:03.140029
4332.4,25.2,44,2026-03-19T14:50:03.140029
4348.2,24.9,44,2026-03-19T14:51:03.140029
4303.2,24.8,44,2026-03-19T14:52:03.140029
4248.8,24.2,44,2026-03-19T14:53:03.140029
4452.8,25.2,43,2026-03-19T14:54:03.140029
4366.4,24.0,43,2026-03-19T14:55:03.140029
4345.3,25.5,43,2026-03-19T14:56:03.140029
4503.1,24.9,43,2026-03-19T14:57:03.140029
4509.5,24.1,43,2026-03-19T14:58:03.140029
4476.5,24.6,43,2026-03-19T14:59:03.140029
4028.4,23.5,43,2026-03-19T15:00:03.140029
4133.9,23.4,42,2026-03-19T15:01:03.140029
4188.4,23.4,42,2026-03-19T15:02:03.140029
3949.6,24.6,42,2026-03-19T15:03:03.140029
4100.7,24.3,42,2026-03-19T15:04:03.140029
3854.7,23.5,42,2026-03-19T15:05:03.140029
4077.7,23.9,42,2026-03-19T15:06:03.140029
4132.8,24.5,42,2026-03-19T15:07:03.140029
4089.6,23.2,42,2026-03-19T15:08:03.140029
3943.0,22.7,41,2026-03-19T15:09:03.140029
3997.8,23.0,41,2026-03-19T15:10:03.140029
4213.5,22.7,41,2026-03-19T15:11:03.140029
3881.8,24.6,41,2026-03-19T15:12:03.140029
4036.9,23.6,41,2026-03-19T15:13:03.140029
4076.0,23.1,41,2026-03-19T15:14:03.140029
3893.0,23.6,41,2026-03-19T15:15:03.140029
4024.4,23.6,40,2026-03-19T15:16:03.140029
3908.1,24.1,40,2026-03-19T15:17:03.140029
3881.1,23.1,40,2026-03-19T15:18:03.140029
3955.3,23.0,40,2026-03-19T15:19:03.140029
4031.1,24.6,40,2026-03-19T15:20:03.140029
4041.4,23.6,40,2026-03-19T15:21:03.140029
4119.9,22.8,40,2026-03-19T15:22:03.140029
3949.0,24.2,40,2026-03-19T15:23:03.140029
4072.8,22.8,75,2026-03-19T15:24:03.140029
4001.6,23.9,74,2026-03-19T15:25:03.140029
4096.6,23.8,74,2026-03-19T15:26:03.140029
4049.5,24.0,74,2026-03-19T15:27:03.140029
4061.8,23.7,74,2026-03-19T15:28:03.140029
3982.6,23.1,74,2026-03-19T15:29:03.140029
4143.5,23.1,74,2026-03-19T15:30:03.140029
4012.1,23.7,74,2026-03-19T15:31:03.140029
4059.9,23.2,74,2026-03-19T15:32:03.140029
4219.4,23.3,73,2026-03-19T15:33:03.140029
4128.9,22.7,73,2026-03-19T15:34:03.140029
3972.9,22.8,73,2026-03-19T15:35:03.140029
3950.7,22.8,73,2026-03-19T15:36:03.140029
4039.3,24.1,73,2026-03-19T15:37:03.140029
4077.3,24.0,73,2026-03-19T15:38:03.140029
4058.5,23.4,73,2026-03-19T15:39:03.140029
4049.3,22.7,73,2026-03-19T15:40:03.140029
4020.2,23.8,73,2026-03-19T15:41:03.140029
4035.6,24.4,72,2026-03-19T15:42:03.140029
4057.9,24.4,72,2026-03-19T15:43:03.140029
3985.4,22.8,72,2026-03-19T15:44:03.140029
4100.2,23.5,72,2026-03-19T15:45:03.140029
4049.2,24.1,72,2026-03-19T15:46:03.140029
4036.4,23.5,72,2026-03-19T15:47:03.140029
4015.6,23.6,72,2026-03-19T15:48:03.140029
4050.8,24.5,72,2026-03-19T15:49:03.140029
4026.3,22.7,72,2026-03-19T15:50:03.140029
4027.6,24.0,71,2026-03-19T15:51:03.140029
3860.7,23.2,71,2026-03-19T15:52:03.140029
4012.5,23.2,71,2026-03-19T15:53:03.140029
3971.7,23.3,71,2026-03-19T15:54:03.140029
4082.9,22.9,71,2026-03-19T15:55:03.140029
4003.9,24.3,71,2026-03-19T15:56:03.140029
3964.6,23.0,71,2026-03-19T15:57:03.140029
3923.8,24.2,71,2026-03-19T15:58:03.140029
4068.3,23.0,70,2026-03-19T15:59:03.140029
3362.3,22.0,70,2026-03-19T16:00:03.140029
3412.0,21.7,70,2026-03-19T16:01:03.140029
3566.0,21.1,70,2026-03-19T16:02:03.140029
3501.2,22.6,70,2026-03-19T16:03:03.140029
3372.7,22.3,70,2026-03-19T16:04:03.140029
3654.0,21.6,70,2026-03-19T16:05:03.140029
3717.9,22.9,69,2026-03-19T16:06:03.140029
3696.3,21.2,69,2026-03-19T16:07:03.140029
3674.4,22.5,69,2026-03-19T16:08:03.140029
3490.6,22.9,69,2026-03-19T16:09:03.140029
3621.9,21.0,69,2026-03-19T16:10:03.140029
3551.1,22.0,69,2026-03-19T16:11:03.140029
3707.4,22.4,69,2026-03-19T16:12:03.140029
3632.9,21.7,69,2026-03-19T16:13:03.140029
3629.0,21.5,68,2026-03-19T16:14:03.140029
3544.3,22.5,68,2026-03-19T16:15:03.140029
3587.2,22.4,68,2026-03-19T16:16:03.140029
3522.3,22.2,68,2026-03-19T16:17:03.140029
3487.7,22.3,68,2026-03-19T16:18:03.140029
3588.2,21.1,68,2026-03-19T16:19:03.140029
3566.1,22.8,68,2026-03-19T16:20:03.140029
3672.7,22.4,68,2026-03-19T16:21:03.140029
3381.6,21.1,67,2026-03-19T16:22:03.140029
3648.3,22.6,67,2026-03-19T16:23:03.140029
3660.2,21.4,67,2026-03-19T16:24:03.140029
3330.6,21.4,67,2026-03-19T16:25:03.140029
3469.1,21.6,67,2026-03-19T16:26:03.140029
3615.6,22.5,67,2026-03-19T16:27:03.140029
3688.5,21.5,66,2026-03-19T16:28:03.140029
3443.7,22.2,66,2026-03-19T16:29:03.140029
3685.4,22.7,66,2026-03-19T16:30:03.140029
3653.2,22.5,66,2026-03-19T16:31:03.140029
3649.0,21.7,66,2026-03-19T16:32:03.140029
3393.1,21.5,66,2026-03-19T16:33:03.140029
3348.7,21.4,66,2026-03-19T16:34:03.140029
3370.7,21.4,66,2026-03-19T16:35:03.140029
3462.6,21.7,66,2026-03-19T16:36:03.140029
3705.4,21.9,65,2026-03-19T16:37:03.140029
3402.3,22.4,65,2026-03-19T16:38:03.140029
3392.6,21.7,65,2026-03-19T16:39:03.140029
3517.4,22.0,65,2026-03-19T16:40:03.140029
3702.2,22.2,65,2026-03-19T16:41:03.140029
3451.9,21.9,65,2026-03-19T16:42:03.140029
3666.4,22.0,65,2026-03-19T16:43:03.140029
3339.1,21.5,65,2026-03-19T16:44:03.140029
3544.5,22.9,64,2026-03-19T16:45:03.140029
3469.7,21.7,64,2026-03-19T16:46:03.140029
3576.3,21.1,64,2026-03-19T16:47:03.140029
3435.0,22.2,64,2026-03-19T16:48:03.140029
3411.2,21.9,64,2026-03-19T16:49:03.140029
3403.1,22.1,64,2026-03-19T16:50:03.140029
3518.4,22.8,64,2026-03-19T16:51:03.140029
3711.2,22.9,63,2026-03-19T16:52:03.140029
3551.6,21.7,63,2026-03-19T16:53:03.140029
3615.9,22.4,63,2026-03-19T16:54:03.140029
3493.9,22.9,63,2026-03-19T16:55:03.140029
3523.4,21.9,63,2026-03-19T16:56:03.140029
3544.9,22.0,63,2026-03-19T16:57:03.140029
3400.2,21.8,63,2026-03-19T16:58:03.140029
3413.0,22.9,63,2026-03-19T16:59:03.140029
2949.3,20.1,63,2026-03-19T17:00:03.140029
2825.8,19.1,62,2026-03-19T17:01:03.140029
2790.8,20.3,62,2026-03-19T17:02:03.140029
2611.3,21.0,62,2026-03-19T17:03:03.140029
2886.9,20.5,62,2026-03-19T17:04:03.140029
2901.1,21.0,62,2026-03-19T17:05:03.140029
2836.1,20.0,62,2026-03-19T17:06:03.140029
2860.3,20.7,61,2026-03-19T17:07:03.140029
2860.7,20.4,61,2026-03-19T17:08:03.140029
2888.9,19.5,61,2026-03-19T17:09:03.140029
2882.6,20.8,61,2026-03-19T17:10:03.140029
2835.4,20.7,61,2026-03-19T17:11:03.140029
2747.5,20.2,61,2026-03-19T17:12:03.140029
2834.7,19.7,60,2026-03-19T17:13:03.140029
2661.4,19.8,60,2026-03-19T17:14:03.140029
2904.5,19.2,60,2026-03-19T17:15:03.140029
2834.0,20.0,60,2026-03-19T17:16:03.140029
2762.9,20.2,60,2026-03-19T17:17:03.140029
2982.8,19.8,60,2026-03-19T17:18:03.140029
2774.3,20.1,60,2026-03-19T17:19:03.140029
2822.1,20.3,60,2026-03-19T17:20:03.140029
2784.8,19.1,60,2026-03-19T17:21:03.140029
2784.9,19.2,59,2026-03-19T17:22:03.140029
2759.6,19.9,59,2026-03-19T17:23:03.140029
2979.3,20.9,59,2026-03-19T17:24:03.140029
2647.3,20.7,59,2026-03-19T17:25:03.140029
2664.8,21.1,59,2026-03-19T17:26:03.140029
2631.5,20.4,59,2026-03-19T17:27:03.140029
2750.2,21.0,59,2026-03-19T17:28:03.140029
2672.5,21.0,58,2026-03-19T17:29:03.140029
2611.4,19.3,58,2026-03-19T17:30:03.140029
2748.0,20.3,58,2026-03-19T17:31:03.140029
2694.9,20.4,58,2026-03-19T17:32:03.140029
2833.1,20.3,58,2026-03-19T17:33:03.140029
2801.4,20.0,58,2026-03-19T17:34:03.140029
2794.3,19.5,58,2026-03-19T17:35:03.140029
2609.0,19.7,58,2026-03-19T17:36:03.140029
2634.6,20.4,57,2026-03-19T17:37:03.140029
2790.7,19.9,57,2026-03-19T17:38:03.140029
2809.3,20.7,57,2026-03-19T17:39:03.140029
2726.9,19.5,57,2026-03-19T17:40:03.140029
2639.1,20.7,57,2026-03-19T17:41:03.140029
2905.5,20.1,57,2026-03-19T17:42:03.140029
2976.2,19.1,57,2026-03-19T17:43:03.140029
2623.1,20.3,56,2026-03-19T17:44:03.140029
2724.9,19.8,56,2026-03-19T17:45:03.140029
2954.4,19.8,56,2026-03-19T17:46:03.140029
2941.4,19.2,56,2026-03-19T17:47:03.140029
2626.6,19.9,56,2026-03-19T17:48:03.140029
2702.3,19.5,56,2026-03-19T17:49:03.140029
2907.1,19.3,56,2026-03-19T17:50:03.140029
2905.3,20.2,55,2026-03-19T17:51:03.140029
2804.1,20.7,55,2026-03-19T17:52:03.140029
2661.7,19.2,55,2026-03-19T17:53:03.140029
2818.4,19.9,55,2026-03-19T17:54:03.140029
2609.5,20.4,55,2026-03-19T17:55:03.140029
2819.1,20.6,55,2026-03-19T17:56:03.140029
2914.7,20.8,55,2026-03-19T17:57:03.140029
2678.1,19.4,54,2026-03-19T17:58:03.140029
2803.1,19.2,54,2026-03-19T17:59:03.140029
1978.0,17.5,54,2026-03-19T18:00:03.140029
2007.3,18.5,54,2026-03-19T18:01:03.140029
2081.6,18.2,54,2026-03-19T18:02:03.140029
1788.7,17.7,54,2026-03-19T18:03:03.140029
1865.5,18.6,54,2026-03-19T18:04:03.140029
1801.7,18.0,54,2026-03-19T18:05:03.140029
1905.8,17.6,54,2026-03-19T18:06:03.140029
1770.3,17.2,53,2026-03-19T18:07:03.140029
1976.5,18.1,53,2026-03-19T18:08:03.140029
1853.5,17.4,53,2026-03-19T18:09:03.140029
1919.8,18.7,53,2026-03-19T18:10:03.140029
2032.7,18.5,53,2026-03-19T18:11:03.140029
1869.5,18.2,53,2026-03-19T18:12:03.140029
1861.7,18.4,53,2026-03-19T18:13:03.140029
1933.4,17.4,53,2026-03-19T18:14:03.140029
1808.0,17.0,53,2026-03-19T18:15:03.140029
2047.3,18.3,53,2026-03-19T18:16:03.140029
2063.7,17.7,52,2026-03-19T18:17:03.140029
1914.6,17.6,52,2026-03-19T18:18:03.140029
1930.4,18.2,52,2026-03-19T18:19:03.140029
1996.2,19.0,52,2026-03-19T18:20:03.140029
1838.6,18.0,52,2026-03-19T18:21:03.140029
1964.7,17.6,52,2026-03-19T18:22:03.140029
1802.8,17.0,52,2026-03-19T18:23:03.140029
1867.7,17.5,52,2026-03-19T18:24:03.140029
2006.0,17.2,51,2026-03-19T18:25:03.140029
2024.4,18.2,51,2026-03-19T18:26:03.140029
1846.6,18.8,51,2026-03-19T18:27:03.140029
1994.7,17.3,51,2026-03-19T18:28:03.140029
2099.3,17.7,51,2026-03-19T18:29:03.140029
1902.1,18.5,51,2026-03-19T18:30:03.140029
1855.2,17.8,51,2026-03-19T18:31:03.140029
1948.3,18.6,50,2026-03-19T18:32:03.140029
2128.1,17.1,50,2026-03-19T18:33:03.140029
2054.8,18.9,50,2026-03-19T18:34:03.140029
1893.1,17.4,50,2026-03-19T18:35:03.140029
2069.8,18.2,50,2026-03-19T18:36:03.140029
2116.1,17.5,50,2026-03-19T18:37:03.140029
1789.3,18.6,50,2026-03-19T18:38:03.140029
1800.7,17.7,49,2026-03-19T18:39:03.140029
2088.8,17.7,49,2026-03-19T18:40:03.140029
2025.6,17.3,49,2026-03-19T18:41:03.140029
2057.4,17.4,49,2026-03-19T18:42:03.140029
2149.6,17.8,49,2026-03-19T18:43:03.140029
2065.7,18.9,49,2026-03-19T18:44:03.140029
2112.3,18.3,49,2026-03-19T18:45:03.140029
2130.4,18.3,49,2026-03-19T18:46:03.140029
1918.4,18.9,48,2026-03-19T18:47:03.140029
2144.3,18.7,48,2026-03-19T18:48:03.140029
2023.9,18.4,48,2026-03-19T18:49:03.140029
1935.9,18.3,48,2026-03-19T18:50:03.140029
2045.5,18.0,48,2026-03-19T18:51:03.140029
1799.2,17.7,48,2026-03-19T18:52:03.140029
2082.7,18.6,48,2026-03-19T18:53:03.140029
2006.2,17.4,47,2026-03-19T18:54:03.140029
2116.2,17.1,47,2026-03-19T18:55:03.140029
1851.6,18.0,47,2026-03-19T18:56:03.140029
1870.4,17.6,47,2026-03-19T18:57:03.140029
1826.7,18.7,47,2026-03-19T18:58:03.140029
2057.1,17.1,47,2026-03-19T18:59:03.140029
1042.5,16.3,47,2026-03-19T19:00:03.140029
1149.1,16.9,47,2026-03-19T19:01:03.140029
975.7,15.1,46,2026-03-19T19:02:03.140029
969.7,15.5,46,2026-03-19T19:03:03.140029
1022.8,16.8,46,2026-03-19T19:04:03.140029
1199.3,16.7,46,2026-03-19T19:05:03.140029
1137.5,16.3,46,2026-03-19T19:06:03.140029
1160.0,16.5,46,2026-03-19T19:07:03.140029
958.5,16.2,46,2026-03-19T19:08:03.140029
943.1,15.2,46,2026-03-19T19:09:03.140029
1048.6,15.2,45,2026-03-19T19:10:03.140029
1045.6,16.5,45,2026-03-19T19:11:03.140029
1184.1,15.9,45,2026-03-19T19:12:03.140029
822.5,15.7,45,2026-03-19T19:13:03.140029
804.2,15.7,45,2026-03-19T19:14:03.140029
838.5,16.3,45,2026-03-19T19:15:03.140029
922.5,16.9,45,2026-03-19T19:16:03.140029
1072.8,15.4,44,2026-03-19T19:17:03.140029
1083.4,16.8,44,2026-03-19T19:18:03.140029
1120.5,16.6,44,2026-03-19T19:19:03.140029
1143.2,15.1,44,2026-03-19T19:20:03.140029
1020.0,16.5,44,2026-03-19T19:21:03.140029
814.7,16.2,44,2026-03-19T19:22:03.140029
952.7,16.3,44,2026-03-19T19:23:03.140029
1191.2,16.6,44,2026-03-19T19:24:03.140029
1152.6,16.7,44,2026-03-19T19:25:03.140029
801.5,15.2,43,2026-03-19T19:26:03.140029
812.5,15.1,43,2026-03-19T19:27:03.140029
1192.2,16.9,43,2026-03-19T19:28:03.140029
1006.0,15.8,43,2026-03-19T19:29:03.140029
1111.1,15.7,43,2026-03-19T19:30:03.140029
890.3,16.1,43,2026-03-19T19:31:03.140029
1055.8,16.1,43,2026-03-19T19:32:03.140029
944.5,16.0,43,2026-03-19T19:33:03.140029
1007.0,15.8,43,2026-03-19T19:34:03.140029
1170.5,16.1,42,2026-03-19T19:35:03.140029
1062.2,16.9,42,2026-03-19T19:36:03.140029
1125.2,15.9,42,2026-03-19T19:37:03.140029
